Mouse gene name	Gene name
Gm26288	
Gm22539	
Gm26005	
Gm22900	
Gm24578	
Cplx4	CPLX4
Lcn10	LCN10
Ceacam1	PSG5
Ceacam2	PSG5
Gm5893	PSG5
Ceacam10	PSG5
Ino80e	INO80E
Sec24c	SEC24C
Tcf21	TCF21
Ndfip1	NDFIP1
Lman1	LMAN1
Gipc2	GIPC2
Npy5r	NPY5R
Ipo4	IPO4
Rpe65	RPE65
Zfp369	ZNF274
Zfp110	ZNF274
Gm17359	SPMIP2
Angptl3	ANGPTL3
Lcn6	LCN6
Rabl2	RABL2B
Neil2	NEIL2
Stag1	STAG1
Slc12a2	SLC12A2
Slc28a2	SLC28A2
Slc28a2b	SLC28A2
Tll1	TLL1
Gm54707	7SK
Gcm1	GCM1
Pctp	PCTP
Ccbe1	CCBE1
Dnajc6	DNAJC6
Gm26072	RNU6-464P
Or2b6	OR2B6
Tmem141	TMEM141
Unc93a2	UNC93A
Unc93a	UNC93A
Slc14a1	SLC14A1
Jph1	JPH1
Fut11	FUT11
Dnah6	DNAH6
Ak4	AK4
Chchd1	CHCHD1
Gatm	GATM
Zswim8	ZSWIM8
Ttll2	TTLL2
Ccne1	CCNE1
Doc2a	DOC2A
Htr1b	HTR1B
Ppp1r3g	PPP1R3G
Tmem100	TMEM100
Leprot	LEPROT
Ripor2	RIPOR2
Fgl1	FGL1
Gip	GIP
Rabl6	RABL6
Cachd1	CACHD1
Map9	MAP9
Snord3a	SNORD3D
Agbl3	AGBL3
Gm55778	RNA5SP526
Gm22059	SNORD124
Mir423	MIR423
Ceacam1	PSG4
Ceacam2	PSG4
Gm5893	PSG4
Ceacam10	PSG4
Gm22155	RNU1-42P
Gm22618	RNU6-826P
Gm26279	RNU6-928P
Peds1	PEDS1
Gm55937	RN7SKP14
Aarsd1	AARSD1
Laptm4a	LAPTM4A
Afg2b	AFG2B
Efcab7	EFCAB7
Phpt1	PHPT1
Asah1	ASAH1
Cav2	CAV2
Mir147	MIR147B
Cebpb	CEBPB
Ptpn1	PTPN1
Meis1	MEIS1
Slc30a4	SLC30A4
Mcoln2	MCOLN2
Ubtd2	UBTD2
Mamdc4	MAMDC4
Gm23723	SNORA41B
Snora41	SNORA41B
Gm25409	SNORA41B
Bloc1s6	BLOC1S6
Siglec15	SIGLEC15
Gnpda1	GNPDA1
Barx2	BARX2
Src	SRC
Hacd2	HACD2
Aadat	AADAT
St6galnac5	ST6GALNAC5
Prok2	PROK2
Clmp	CLMP
Pstpip2	PSTPIP2
Ndst2	NDST2
Dnajb9	DNAJB9
Ppp4c	PPP4C
Atg4c	ATG4C
Appl1	APPL1
Edf1	EDF1
Fez1	FEZ1
Gnat3	GNAT3
3425401B19Rik	C10orf71
Timm23	TIMM23
Atp5f1a	ATP5F1A
Nxt1	NXT1
Mirlet7c-2	MIRLET7A3
Ppara	PPARA
Gzf1	GZF1
Gm23946	SNORA74C-1
Msmb	MSMB
Entr1	ENTR1
Tasl	TASL
Ceacam1	PSG9
Ceacam2	PSG9
Gm5893	PSG9
Ceacam10	PSG9
Napb	NAPB
Pcyt1b	PCYT1B
Cdk17	CDK17
Cdpf1	CDPF1
Krcc1	KRCC1
Sqor	SQOR
Adgrl4	ADGRL4
Fam110c	FAM110C
Vps26a	VPS26A
Sap30l	SAP30L
Serhl	SERHL2
Otx1	OTX1
Pola1	POLA1
Slc17a6	SLC17A6
Sox14	SOX14
Cstl1	CSTL1
Ubxn2a	UBXN2A
Mindy4b-ps	MINDY4B
Cst11	CST11
Adam29	ADAM29
Inpp5e	INPP5E
Cep89	CEP89
Supv3l1	SUPV3L1
Ghrh	GHRH
Fsd1l	FSD1L
Tm9sf1	TM9SF1
Dcbld1	DCBLD1
Ypel3	YPEL3
Nol11	NOL11
Nrg2	NRG2
Kif18a	KIF18A
Commd2	COMMD2
Plcb4	PLCB4
Bltp3b	BLTP3B
Alk	ALK
Haus1	HAUS1
Neil3	NEIL3
Tenm4	TENM4
Gm25388	SNORA38B
Gm23105	SNORA38B
Usp8	USP8
Phf3	PHF3
Hkdc1	HKDC1
Nectin3	NECTIN3
Asb5	ASB5
Smim17	SMIM17
Gdpd3	GDPD3
Tal2	TAL2
Wipi1	WIPI1
Ttll7	TTLL7
Cdk20	CDK20
Cd177	CD177
Tspan15	TSPAN15
Tssk4	TSSK4
Spata4	SPATA4
Mapk3	MAPK3
Tpbg	TPBG
Zfp277	ZNF277
Ubash3b	UBASH3B
Arx	ARX
Tspyl1	TSPYL1
Sim1	SIM1
Gm23503	RNU6-1278P
Prickle2	PRICKLE2
Epg5	EPG5
Washc1	WASH6P
Vegfc	VEGFC
Nup153	NUP153
Gm54707	RN7SKP80
Aldh3a2	ALDH3A2
Rnu12	RNU12
Atg5lrt	ATP5MGL
Atp5mg	ATP5MGL
Rab4b	RAB4B
A4galt	A4GALT
Tmem225	TMEM225
Naf1	NAF1
Greb1l	GREB1L
Cmklr1	CMKLR1
Arfgap3	ARFGAP3
Stt3a	STT3A
Agtpbp1	AGTPBP1
Arhgef9	ARHGEF9
Kif20a	KIF20A
Kcnd2	KCND2
Gm23056	RNU6-666P
Washc3	WASHC3
Gm23056	RNU6-452P
Immp2l	IMMP2L
Ptchd3	PTCHD3
Arfip1	ARFIP1
Zic1	ZIC1
Ppp6r1	PPP6R1
Acbd5	ACBD5
Tgfa	TGFA
Nedd8	NEDD8
Kdm4a	KDM4A
Rab19	RAB19
Ruvbl1	RUVBL1
Tgm1	TGM1
Gpr31b	GPR31
Fars2	FARS2
Tcaf1	TCAF1
Asxl3	ASXL3
Srsf7	SRSF7
Prdm13	PRDM13
Cyb5r3	CYB5R3
Atxn7l3b	ATXN7L3B
Snd1	SND1
Gnptab	GNPTAB
Znhit6	ZNHIT6
Dtnbp1	DTNBP1
Fam174a	FAM174A
Dhrs1	DHRS1
Commd10	COMMD10
Izumo3	IZUMO3
Ceacam1	PSG7
Ceacam2	PSG7
Gm5893	PSG7
Ceacam10	PSG7
Tenm3	TENM3
E130308A19Rik	KIAA1958
Mroh7	MROH7
Sc5d	SC5D
Tnfaip8	TNFAIP8
Hspbp1	HSPBP1
Sucnr1	SUCNR1
Stox2	STOX2
Zfp37	ZFP37
Lpin2	LPIN2
Hal	HAL
Nop9	NOP9
Bola2	BOLA2B
Cep70	CEP70
Ntmt1	NTMT1
Arxes1	SPCS3
Arxes2	SPCS3
Dhfr	DHFR
Dlx5	DLX5
Triml1	TRIML1
Usp50	USP50
Fam3c	FAM3C
Ednra	EDNRA
Spata19	SPATA19
Neurl3	NEURL3
Slc13a1	SLC13A1
Trpm7	TRPM7
Ltb4r2	LTB4R2
Cd2bp2	CD2BP2
Uqcrfs1	UQCRFS1
Fam166c	CIMIP2C
Slc6a16	SLC6A16
Kirrel3	KIRREL3
Tfap2d	TFAP2D
Msantd3	MSANTD3
Rnf144b	RNF144B
Sh3pxd2b	SH3PXD2B
Malt1	MALT1
Ripk3	RIPK3
Pxdc1	PXDC1
Tbc1d10b	TBC1D10B
Emx1	EMX1
Iyd	IYD
Olfm1	OLFM1
Smim30	SMIM30
Spock3	SPOCK3
Trbv5	TRBV4-2
Cdhr3	CDHR3
Nfatc4	NFATC4
Gpr139	GPR139
Slx1b	SLX1A
Kctd16	KCTD16
Brsk1	BRSK1
Ei24	EI24
Hand1	HAND1
Ppp1r21	PPP1R21
Sult5a1	SULT1A4
Slc22a16	SLC22A16
Zcchc7	ZCCHC7
Pttg1	PTTG1
Krt77	KRT77
Ddo	DDO
Gm55862	
Snora31	
Gm24240	
Gm24165	
Baiap2l1	BAIAP2L1
Aldh3a1	ALDH3A1
Ptgfr	PTGFR
Wrnip1	WRNIP1
Gas2l3	GAS2L3
Serpinb7	SERPINB7
Mesd	MESD
Gm24629	Y_RNA
Kif11	KIF11
Txn2	TXN2
Ces1c	CES1
Ces1b	CES1
Ces1d	CES1
Ces1g	CES1
Ces1h	CES1
Lmo4	LMO4
Serpinb1c	SERPINB1
Serpinb1a	SERPINB1
Serpinb1b	SERPINB1
Cfap161	CFAP161
Serpinb9e	SERPINB9
Serpinb9d	SERPINB9
Serpinb9b	SERPINB9
Serpinb9c	SERPINB9
Serpinb9	SERPINB9
Serpinb9f	SERPINB9
Serpinb9h	SERPINB9
Serpinb9g	SERPINB9
Prpf38a	PRPF38A
Tfec	TFEC
Abhd17b	ABHD17B
Foxred2	FOXRED2
Zcchc12	ZCCHC18
Zcchc18	ZCCHC18
Slc28a1	SLC28A1
Ppm1l	PPM1L
Pigk	PIGK
Il3	IL3
Serpinb2	SERPINB2
C5ar1	C5AR1
Zng1	ZNG1C
Tm7sf3	TM7SF3
Ppp1r12c	PPP1R12C
Arhgap31	ARHGAP31
Pja1	PJA1
Taf7l	TAF7L
Aifm2	AIFM2
Parp14	PARP14
Arhgap26	ARHGAP26
Prss37	PRSS37
Ppa1	PPA1
Tsga10	TSGA10
Guca2a	GUCA2A
Ints6l	INTS6L
Serpinb6b	HMSD
Serpinb6a	HMSD
Serpinb6e	HMSD
Serpinb6c	HMSD
Serpinb6d	HMSD
Serpinb8	SERPINB8
Ulk2	ULK2
Chchd6	CHCHD6
Cct2	CCT2
Dock7	DOCK7
Tysnd1	TYSND1
Zfx	ZFX
Glg1	GLG1
Gm56225	
Eif3d	EIF3D
Nsmce4a	NSMCE4A
Cd37	CD37
Fam118b	FAM118B
Hibadh	HIBADH
Synpr	SYNPR
Ube3a	UBE3A
Hps6	HPS6
Ldb1	LDB1
Acaa2	ACAA2
Rnf148	RNF148
Armc10	ARMC10
Aadac	AADAC
Ssxb5	SSX1
Ssxb10	SSX1
Ssxb8	SSX1
Ssxb9	SSX1
Ssxb6	SSX1
Gm6592	SSX1
Ssxb2	SSX1
Gm5751	SSX1
Ssxb3	SSX1
Ssxa1	SSX1
Ssxb1	SSX1
Ssx9	SSX1
Gm14459	SSX1
Scgb3a2	SCGB3A2
Pprc1	PPRC1
Ccdc182	CCDC182
Mfap3l	MFAP3L
Dele1	DELE1
Mid2	MID2
Mrps23	MRPS23
B3galnt1	B3GALNT1
Bsx	BSX
Bphl	BPHL
Evpl	EVPLL
Gm25443	
Scarna17	
Borcs8	BORCS8
Panx3	PANX3
Mfsd9	MFSD9
Stmp1	STMP1
Cxxc1	CXXC1
Chordc1	CHORDC1
Ttpa	TTPA
Tmtc2	TMTC2
Parp12	PARP12
Tex11	TEX11
Nolc1	NOLC1
1700018B08Rik	C16orf95
Ythdf3	YTHDF3
Slc5a7	SLC5A7
Mrtfb	MRTFB
Gpld1	GPLD1
Gabra1	GABRA1
Cd22	CD22
Klhl2	KLHL2
Il1b	IL1B
Appl2	APPL2
Podxl	PODXL
Elovl3	ELOVL3
Sun2	SUN2
Pi15	PI15
Crim1	CRIM1
Eif3c	EIF3CL
Gpr174	GPR174
Gdap1	GDAP1
Septin6	SEPTIN6
Pitrm1	PITRM1
Pknox2	PKNOX2
Aldh5a1	ALDH5A1
Dync2i1	DYNC2I1
Fbxw10	FBXW10
Zfp469	ZNF469
Slc25a4	SLC25A4
Eif3c	EIF3C
Nefl	NEFL
Suclg1	SUCLG1
Aga	AGA
Gm55801	RN7SKP206
Scx	SCX
Mkrn1	MKRN1
Hsf1	HSF1
Tmcc3	TMCC3
Tvp23b	TVP23B
Myo5b	MYO5B
Gxylt1	GXYLT1
Nms	NMS
Tdp2	TDP2
Cd82	CD82
Igkv15-103	IGKV1-5
Calcoco1	CALCOCO1
Eml4	EML4
Dnajb14	DNAJB14
Acot13	ACOT13
Klrg2	KLRG2
Dgat1	DGAT1
Gm25682	RNU1-11P
Gnai1	GNAI1
Tbc1d7	TBC1D7
Gm25835	SNORD10
Gm24029	SNORA67
Spata31	SPATA31A5
Mpdu1	MPDU1
Ptbp3	PTBP3
Dkkl1	DKKL1
Brd1	BRD1
Fhl4	FHL1
Rxfp1	RXFP1
Alpk3	ALPK3
Ppp1r37	PPP1R37
Treh	TREH
Sftpd	SFTPD
Cep76	CEP76
Scrt1	SCRT1
Aven	AVEN
Chrm5	CHRM5
Fbxl6	FBXL6
Pisd	PISD
Pop4	POP4
Sh3rf3	SH3RF3
Fam227b	FAM227B
Tmem254	TMEM254
Fktn	FKTN
Ciao1	CIAO1
Ell2	ELL2
Epm2a	EPM2A
Rnf133	RNF133
Chd8	CHD8
Klhdc10	KLHDC10
Gfpt2	GFPT2
Tmem182	TMEM182
Ccdc34	CCDC34
Adck5	ADCK5
Pigq	PIGQ
Ffar3	FFAR3
Psmg2	PSMG2
Dtwd1	DTWD1
Rab21	RAB21
Slc25a42	SLC25A42
Cep126	CEP126
Macroh2a2	MACROH2A2
P2rx6	P2RX6
Strip2	STRIP2
Fig4	FIG4
Gm24458	RNU6-2
Gm25127	RNU6-2
Galm	GALM
Sox15	SOX15
Nck1	NCK1
Fgf1	FGF1
Cpsf1	CPSF1
Acp7	ACP7
Ccdc38	CCDC38
AI593442	C11orf87
Shbg	SHBG
Fbxo10	FBXO10
Lypd1	LYPD1
Ciao2a	CIAO2A
Snord68	
Gm56384	
Bche	BCHE
Npffr1	NPFFR1
Igkv17-127	IGKV5-2
Igkv17-121	IGKV5-2
Nccrp1	NCCRP1
Gm22452	RNU6-365P
Gm56158	RN7SKP158
Nxph4	NXPH4
Dlx6	DLX6
Mir708	MIR708
Dusp2	DUSP2
Sh2b3	SH2B3
Gm54904	
Gm55184	SNORA25
Gm24095	SNORA25
Gm24539	SNORA25
Gm22579	SNORA25
Gm55448	SNORA25
Gm22743	SNORA25
Gm56292	RN7SKP53
Gm23939	SNORA32
Gm56130	SNORA32
Gm22358	SNORA32
Gm55577	SNORA32
Gm23404	SNORA32
Gm25188	SNORA32
Gm23406	SNORA32
Gm22620	SNORA1
Gm25791	SNORA8
Gm24299	SNORD5
Gm55974	SNORA18
Gm56076	SNORA18
Mllt10	MLLT10
Gngt1	GNGT1
Snx1	SNX1
Gm22352	RNU6-44P
Gm25558	RNU6-376P
Gm25369	U8
Gm22005	RNU4-23P
Gm22345	RNU6-321P
Snord14e	SNORD14E
Snord14d	SNORD14D
Snord14c	SNORD14C
Gm54715	RN7SKP121
Gm54997	RN7SKP121
Actr3	ACTR3
Gm55407	RN7SKP279
Gm56231	RN7SKP279
Gm54859	RN7SKP279
Aadacl2	AADACL2
Mir326	MIR326
Gmfg	GMFG
Atp2a1	ATP2A1
Stk31	STK31
Zfp740	ZNF740
Msx2	MSX2
Zfp827	ZNF827
Frmpd1	FRMPD1
Arhgef26	ARHGEF26
Seh1l	SEH1L
Nr1h4	NR1H4
Ddx18	DDX18
Slc16a8	SLC16A8
Negr1	NEGR1
Bod1	BOD1
Gmpr	GMPR
Tmem121b	TMEM121B
Trmt10b	TRMT10B
Il17ra	IL17RA
Kyat3	KYAT3
Slu7	SLU7
Ubd	UBD
Gm56121	SNORD32B
Smyd1	SMYD1
Mog	MOG
Snx22	SNX22
Paf1	PAF1
Tm4sf1	TM4SF1
Slc39a4	SLC39A4
Csnk1g1	CSNK1G1
Cep192	CEP192
Abcb7	ABCB7
Shisal2a	SHISAL2A
Arap3	ARAP3
Hdhd5	HDHD5
Dchs2	DCHS2
Dnttip2	DNTTIP2
Exosc3	EXOSC3
Nxph2	NXPH2
Slc9a9	SLC9A9
Rdh14	RDH14
Med29	MED29
Dcaf10	DCAF10
Vps28	VPS28
Snord15a	SNORD15A
Snord15b	SNORD15B
Zfp36	ZFP36
Ptprf	PTPRF
Gdpd5	GDPD5
En1	EN1
Plekhg2	PLEKHG2
Cby1	CBY1
Fhip1a	FHIP1A
Slc25a51	SLC25A51
Siah2	SIAH2
Shb	SHB
Fus	FUS
Gm25369	U8
Aif1l	AIF1L
Nek11	NEK11
Cdkn2aip	CDKN2AIP
Shank3	SHANK3
Epc1	EPC1
Pot1b	POT1
Pot1a	POT1
Snord8	SNORD8
Rab2b	RAB2B
Spr	SPR
Zfp42	ZFP42
Rbfox2	RBFOX2
Sat2	SAT2
Wwc2	WWC2
Map3k20	MAP3K20
Rps16	RPS16
Osbpl8	OSBPL8
Gm26187	RNU6-366P
Slc24a4	SLC24A4
Lamc3	LAMC3
Atp1b2	ATP1B2
Atp10b	ATP10B
Efnb3	EFNB3
Supt5	SUPT5H
Timm23	TIMM23B
Or1p1c	OR1P1
Or1p1	OR1P1
Or1p4-ps1	OR1P1
Or1p1b	OR1P1
Vaultrc5	Vault
Cabcoco1	CABCOCO1
Tmem97	TMEM97
Msantd7	MSANTD7
Gm22192	SNORD62A
Gm25632	SNORD62B
Nutm2	NUTM2D
Uck1	UCK1
Tnfaip1	TNFAIP1
Bop1	BOP1
Ap3m1	AP3M1
Ranbp17	RANBP17
Mogat2	MOGAT2
Hs6st1	HS6ST1
Hpgd	HPGD
Herc4	HERC4
Pdia2	PDIA2
Tmem185b	TMEM185B
Psma3	PSMA3
Serpinh1	SERPINH1
Poldip2	POLDIP2
Mir23b	MIR23B
Mir27b	MIR27B
Mir24-1	MIR24-1
Ak1	AK1
Tmem199	TMEM199
Pclaf	PCLAF
Slc52a2	SLC52A2
Hcfc1r1	HCFC1R1
Agtr2	AGTR2
Zdhhc9	ZDHHC9
Dhcr24	DHCR24
Vtn	VTN
Nat3	NAT1
Nat1	NAT1
Nat2	NAT1
Ggt5	GGT5
Trip4	TRIP4
Ldlrad4	LDLRAD4
Tnfsf10	TNFSF10
Pak1ip1	PAK1IP1
Trappc11	TRAPPC11
Gins3	GINS3
Ms4a7	MS4A7
Slc45a4	SLC45A4
St6galnac4	ST6GALNAC4
Myo1c	MYO1C
Tmem14c	TMEM14C
Utp14a	UTP14A
Utp14b	UTP14A
Lmf1	LMF1
Sowahc	SOWAHC
Mtpn	MTPN
Arid4a	ARID4A
Nck2	NCK2
Ssmem1	SSMEM1
Ube2l3	UBE2L3
Pip5kl1	PIP5KL1
Mc2r	MC2R
Ms4a14	MS4A14
Bmt2	BMT2
Gpr20	GPR20
Gm24016	SNORD54
Drc1	DRC1
Mos	MOS
Plag1	PLAG1
Col26a1	COL26A1
Dpm2	DPM2
Bcorl1	BCORL1
Timm50	TIMM50
Chchd7	CHCHD7
Ms4a5	MS4A5
Eeig1	EEIG1
Mgat4a	MGAT4A
Irx6	IRX6
Tktl2	TKTL2
Ubr1	UBR1
Rogdi	ROGDI
Irs4	IRS4
Oaf	OAF
Tceal3	TCEAL3
Tceal6	TCEAL3
Tceal5	TCEAL3
Prxl2c	PRXL2C
Pou2f3	POU2F3
Zfp212	ZNF212
Nwd2	NWD2
Fam199x	FAM199X
Ndrg1	NDRG1
Serpinb10	SERPINB10
Tnfrsf11a	TNFRSF11A
Npy2r	NPY2R
Esx1	ESX1
Chchd2	CHCHD2
Nutm2	NUTM2G
Dll3	DLL3
Ftmt	FTMT
Ube2n	UBE2N
Plcxd1	PLCXD1
Npas2	NPAS2
Phc3	PHC3
Nsg2	NSG2
Mak	MAK
Tmem209	TMEM209
Ppp1r14bl	PPP1R14B
Eid2b	EID2B
Tomm20l	TOMM20L
Eid2	EID2
Tespa1	TESPA1
Zcchc2	ZCCHC2
Gm54718	RN7SKP128
Ndufa8	NDUFA8
Tmem62	TMEM62
Pnma8a	PNMA8A
Timm9	TIMM9
Gpx7	GPX7
Morn5	MORN5
Kdm8	KDM8
Pnma8b	PNMA8B
Catsperz	CATSPERZ
Calm3	CALM3
Rbm18	RBM18
Slc44a3	SLC44A3
Prdx5	PRDX5
Nr3c1	NR3C1
Apln	APLN
Mrrf	MRRF
Xpnpep2	XPNPEP2
Wee2	WEE2
Mxi1	MXI1
Ankef1	ANKEF1
Septin12	SEPTIN12
2700049A03Rik	KIAA0586
Gm56113	SNORA63
Gm56414	SNORA63
Gm54830	SNORA63
Gcm2	GCM2
Sash3	SASH3
Gm25599	U6
Ccndbp1	CCNDBP1
Ccdc88b	CCDC88B
Gm56393	Y_RNA
Gm55481	Y_RNA
Gm55621	RNU6-573P
Atp6v0a4	ATP6V0A4
Gm54753	RNU6-931P
Gm23730	RNU6-32P
Gm56441	RNU6-158P
Gm25464	RNU6-1325P
Gm25657	RNU6-699P
Zfp57	ZFP57
Gm54527	RNA5SP527
Gm54596	RNA5SP527
Gm56119	
Gm25599	RNU6-499P
Iglc1	IGLL1
Iglc4	IGLL1
Iglc3	IGLL1
Iglc2	IGLL1
Fhl2	FHL2
Wtap	WTAP
Gm55757	RNU6-462P
Gm56396	RNU6-462P
Gm26325	RNU6-551P
Gm25524	RNU6-551P
Gm23057	RNU6-551P
Gm23941	RNU6-34P
Gm22287	RNU6-635P
Gm54986	RNU6-431P
Gm54487	Metazoa_SRP
Gm22642	Metazoa_SRP
Gm25072	Metazoa_SRP
Gm24576	Metazoa_SRP
Gm25735	Metazoa_SRP
Gm24809	Metazoa_SRP
Gm55356	Metazoa_SRP
Araf	ARAF
Gm24787	SNORA70
Gm24379	Y_RNA
Ocstamp	OCSTAMP
Gm23461	RNU6-1230P
Gm54537	RN7SKP35
Slc13a3	SLC13A3
Gm54823	RN7SKP188
Gm56293	RN7SKP105
Gm23464	RNU1-45P
Chrdl1	CHRDL1
Gm54715	RN7SKP136
Gm54997	RN7SKP136
Gm54750	RN7SKP13
Gm56404	RNU6-335P
Gm22298	
Gm24764	RNU2-66P
Ptgir	PTGIR
Alg10b	ALG10
Gm22866	RNU1-51P
Otoa	OTOA
Nfxl1	NFXL1
Inpp5k	INPP5K
Dact3	DACT3
Lrrc74b	LRRC74B
Pxylp1	PXYLP1
Acat3	ACAT2
Acat2	ACAT2
Kitl	KITLG
Poldip3	POLDIP3
Mpdz	MPDZ
Lrfn1	LRFN1
Crb3	CRB3
Tcp1	TCP1
Rps6ka4	RPS6KA4
Capn6	CAPN6
Dennd1c	DENND1C
Scaf11	SCAF11
Gm25792	RNU6-496P
Srpx2	SRPX2
Ncapg2	NCAPG2
Pkn2	PKN2
Atp1b4	ATP1B4
Pi4ka	PI4KA
Rilp	RILP
Gcnt7	GCNT7
Hrh3	HRH3
Slc35g2	SLC35G2
Tlcd2	TLCD2
Mir22	MIR22
Ralgapa2	RALGAPA2
Fndc3b	FNDC3B
Serpinf2	SERPINF2
Ptpn4	PTPN4
Tgm7	TGM7
Plxnc1	PLXNC1
Mcts1	MCTS1
Lcmt2	LCMT2
Epb42	EPB42
C1galt1c1	C1GALT1C1
Tubb4a	TUBB4A
Snora20	SNORA20
Gm26130	SNORA29
Mrpl18	MRPL18
Cul4b	CUL4B
Pnldc1	PNLDC1
Slc35g3	SLC35G4
Slc22a12	SLC22A12
Chmp1b	CHMP1B
Sult5a1	SULT1A3
Abcd3	ABCD3
Tshz1	TSHZ1
Serpinf1	SERPINF1
Nipal1	NIPAL1
Hectd2	HECTD2
Ergic3	ERGIC3
Rpl7l1	RPL7L1
Snrnp200	SNRNP200
Mbd1	MBD1
Tnfsf9	TNFSF9
Gm26441	RNU6-838P
Gm23044	U6
Cd70	CD70
Rasl11b	RASL11B
2310039H08Rik	C6orf226
Myf6	MYF6
Ptcra	PTCRA
Dmxl2	DMXL2
Gm56059	RN7SKP275
Car1	CA1
Metap2	METAP2
Trip10	TRIP10
Gnmt	GNMT
Smyd4	SMYD4
Adad1	ADAD1
Pex6	PEX6
Hic2	HIC2
Adk	ADK
Rmi2	RMI2
Sis	SI
Rn7sk	RN7SKP210
Rasgrp2	RASGRP2
Grap2	GRAP2
Rpa1	RPA1
Tnp2	TNP2
Prm3	PRM3
Prm2	PRM2
Alg14	ALG14
Ppp2r5d	PPP2R5D
Zzz3	ZZZ3
Lifr	LIFR
Snn	SNN
Atmin	ATMIN
Nfam1	NFAM1
Ifit1	IFIT1B
Ifit1bl1	IFIT1B
Ifit1bl2	IFIT1B
Zfp280b	ZNF280B
Trim60	TRIM60
Sox9	SOX9
Slc16a12	SLC16A12
Gcsh	GCSH
Efcab10	EFCAB10
	PRAME
Pramel23	PRAME
Pramel12	PRAME
	PRAME
Pramel37	PRAME
	PRAME
Pramel22	PRAME
Pramel42	PRAME
Pramel21	PRAME
Pramel7	PRAME
Pramel29	PRAME
	PRAME
Pramel14	PRAME
Gm13040	PRAME
Pramel17	PRAME
Pramel31	PRAME
Pramel18	PRAME
Pramel4	PRAME
	PRAME
Pramel38	PRAME
Gm13102	PRAME
	PRAME
Pramel32	PRAME
Pramel45	PRAME
Pramel51	PRAME
Gm2042	PRAME
Pramel40	PRAME
Gm13057	PRAME
	PRAME
Pramel25	PRAME
Oog1	PRAME
Pramel1	PRAME
	PRAME
Pramel26	PRAME
Pramel44	PRAME
Pramel50	PRAME
Pramel47	PRAME
Pramel48	PRAME
	PRAME
	PRAME
Pramel57	PRAME
	PRAME
Pramel36	PRAME
Pramel56	PRAME
Oog3	PRAME
	PRAME
Pramel15	PRAME
Pramel5	PRAME
Pramel35	PRAME
Pramel55	PRAME
Pramel43	PRAME
	PRAME
Gm13043	PRAME
	PRAME
	PRAME
Pramel19	PRAME
Gm12789	PRAME
	PRAME
Gm16367	PRAME
Pramel16	PRAME
Pramel34	PRAME
Pramel24	PRAME
	PRAME
	PRAME
Pramel53	PRAME
Pramel54	PRAME
Pramel20	PRAME
Pramel28	PRAME
Pramel33	PRAME
Pramel11	PRAME
Pramel27	PRAME
	PRAME
Pramel41	PRAME
Pramel30	PRAME
	PRAME
Pramel13	PRAME
	PRAME
	PRAME
Pramel49	PRAME
Pramel46	PRAME
Pramel60	PRAME
	PRAME
Pramel6	PRAME
Oog2	PRAME
Oog4	PRAME
Amtn	AMTN
Anapc16	ANAPC16
Rab5if	RAB5IF
Gtsf1	GTSF1
Clec2l	CLEC2L
Ddit4	DDIT4
Gjb4	GJB4
Tmem125	TMEM125
Hacd1	HACD1
Ube2v1	UBE2V1
Trbv5	TRBV4-1
Enam	ENAM
Dmrta2	DMRTA2
Rasa1	RASA1
Ggt1	GGTLC2
Stam	STAM
Hivep3	HIVEP3
Mon2	MON2
Bco1	BCO1
Ssbp1	SSBP1
Utp3	UTP3
Sppl2c	SPPL2C
Rufy3	RUFY3
Imp4	IMP4
Gm56405	Metazoa_SRP
Gm56028	Metazoa_SRP
Gm54720	Metazoa_SRP
Gm27956	Metazoa_SRP
Gm56145	Metazoa_SRP
Gm55425	Metazoa_SRP
Gm56242	Metazoa_SRP
Gm25574	Metazoa_SRP
Gm55459	Metazoa_SRP
Bcar3	BCAR3
Gtpbp1	GTPBP1
Rpl22l1	RPL22L1
Spopfm3	SPOP
Spop	SPOP
Tdpoz7	SPOP
Tdpoz3	SPOP
Tdpoz8	SPOP
Tdpoz9	SPOP
Tdpoz2	SPOP
Tdpoz4	SPOP
Gm5773	SPOP
Tdpoz1	SPOP
Spopfm2	SPOP
Tdpoz9-ps1	SPOP
Tdpoz5	SPOP
Pdpr	PDPR
Tmem236	TMEM236
Gtpbp4	GTPBP4
Adam33	ADAM33
Spata16	SPATA16
Chchd10	CHCHD10
Mmp11	MMP11
Atp1b3	ATP1B3
Hipk2	HIPK2
Ascc2	ASCC2
Idi2	IDI2
Idi2l	IDI2
Smim19	SMIM19
Tnfsf14	TNFSF14
Barhl2	BARHL2
Exosc6	EXOSC6
Scg3	SCG3
Cnn3	CNN3
Lrp1b	LRP1B
Anxa8	ANXA8L1
Ddx19b	DDX19B
A530016L24Rik	C14orf180
Sympk	SYMPK
Trps1	TRPS1
Mea1	MEA1
Tmem212	TMEM212
Zfyve21	ZFYVE21
Gm25964	U6
Gm26177	RNU6-891P
Vav3	VAV3
Tas2r118	TAS2R16
Fis1	FIS1
Erich6	ERICH6
Rrp36	RRP36
Pygm	PYGM
Lysmd2	LYSMD2
Slc12a5	SLC12A5
Klc4	KLC4
Pip4p1	PIP4P1
Dennd11	DENND11
Mrpl22	MRPL22
Fbxl22	FBXL22
Gimd1	GIMD1
Gmps	GMPS
Pias1	PIAS1
Kcnj3	KCNJ3
Tas2r137	TAS2R3
Npy4r	NPY4R
